index,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
rascobo01,Bobby Rascoe,1968,1970,G-F,6-4,205,"July 22, 1940",Western Kentucky
rasmubl01,Blair Rasmussen,1986,1993,C,7-0,250,"November 13, 1962",Oregon
rathaxa01,Xavier Rathan-Mayes,2018,2018,G,6-4,208,"April 29, 1994",Florida State
ratkoge01,George Ratkovicz,1950,1955,C-F,6-6,220,"November 13, 1922",
ratleed01,Ed Ratleff,1974,1978,F-G,6-6,195,"March 29, 1950",Cal State Long Beach
ratlimi01,Mike Ratliff,1973,1974,C,6-10,230,"June 7, 1951",University of Wisconsin-Eau Claire
ratlith01,Theo Ratliff,1996,2011,C-F,6-10,225,"April 17, 1973",Wyoming
rautian01,Andy Rautins,2011,2011,G,6-4,190,"November 2, 1986",Syracuse
rautile01,Leo Rautins,1984,1985,F,6-8,215,"March 20, 1960","Minnesota, Syracuse"
rayal01,Allan Ray,2007,2007,G,6-2,190,"June 17, 1984",Villanova
raycl01,Clifford Ray,1972,1981,C,6-9,230,"January 21, 1949",Oklahoma
raydo01,Don Ray,1950,1950,F-C,6-5,190,"July 8, 1921",Western Kentucky
rayja01,James Ray,1981,1983,F,6-8,215,"July 27, 1957",Jacksonville University
rayji01,Jim Ray,1957,1960,G,6-1,180,"January 12, 1934",Toledo
raylji01,Jimmy Rayl,1968,1969,G,6-2,175,"June 21, 1941",Indiana
raymocr01,Craig Raymond,1969,1973,C,6-11,235,"April 5, 1945",BYU
reaco01,Connie Rea,1954,1954,G-F,6-3,175,"January 27, 1931",Centenary College of Louisiana
reavejo01,Joe Reaves,1974,1974,F,6-5,210,"May 27, 1950",Bethel College
reavejo02,Josh Reaves,2020,2020,G,6-4,215,"June 4, 1997",Penn State
rebraze01,Željko Rebrača,2002,2006,C,7-0,257,"April 9, 1972",
recasel01,Eldridge Recasner,1995,2002,G,6-3,190,"December 14, 1967",Washington
reddmi01,Michael Redd,2001,2012,G,6-6,220,"August 24, 1979",Ohio State
reddica01,Cam Reddish,2020,2020,F,6-8,208,"September 1, 1999",Duke
reddofr01,Frank Reddout,1954,1954,F,6-5,195,"March 4, 1931",Syracuse
redicjj01,J.J. Redick,2007,2020,G,6-3,200,"June 24, 1984",Duke
redmoma01,Marlon Redmond,1979,1980,G,6-6,188,"April 15, 1955",San Francisco
reedda01,Davon Reed,2018,2019,G,6-5,208,"June 11, 1995",Miami (FL)
reedhu01,Hub Reed,1959,1965,C-F,6-9,215,"October 4, 1936",Oklahoma City University
reedju01,Justin Reed,2005,2007,F,6-8,240,"January 16, 1982",Ole Miss
reedro01,Ron Reed,1966,1967,F,6-5,205,"November 2, 1942",Notre Dame
reedwi02,Willie Reed,2016,2018,F-C,6-10,220,"May 16, 1990",Saint Louis
reedwi01,Willis Reed*,1965,1974,C-F,6-9,235,"June 25, 1942",Grambling State University
reevebr01,Bryant Reeves,1996,2001,C,7-0,275,"June 8, 1973",Oklahoma State
reevekh01,Khalid Reeves,1995,2000,G,6-3,199,"July 15, 1972",Arizona
reganri01,Richie Regan,1956,1958,G,6-2,180,"November 30, 1930",Seton Hall
rehfedo01,Don Rehfeldt,1951,1952,F,6-7,210,"January 7, 1927",Wisconsin
reidbi01,Billy Reid,1981,1981,G,6-5,190,"September 10, 1957","New Mexico, San Francisco"
reiddo01,Don Reid,1996,2003,F,6-8,250,"December 30, 1973",Georgetown
reidjr01,J.R. Reid,1990,2001,F,6-9,247,"March 31, 1968",UNC
reidji01,Jim Reid,1968,1968,F,6-6,210,"August 3, 1945",Winston-Salem State University
reidna01,Naz Reid,2020,2020,F,6-9,264,"August 26, 1999",LSU
reidro01,Robert Reid,1978,1991,F-G,6-8,205,"August 30, 1955",St. Mary's University
reidry01,Ryan Reid,2012,2012,F,6-8,232,"October 30, 1986",Florida State
reineja01,Jared Reiner,2005,2007,C,6-11,255,"April 8, 1982",Iowa
reisech01,Chick Reiser,1948,1950,G-F,5-11,165,"December 17, 1914",NYU
rellfri01,Richard Rellford,1988,1988,F,6-6,230,"February 16, 1964",Michigan
renchte01,Terrence Rencher,1996,1996,G,6-3,185,"February 19, 1973",Texas
rennijo01,John Rennicke,1952,1952,G,6-2,185,"August 11, 1929",Drake University
rensbro01,Bob Rensberger,1947,1947,F,6-2,170,"March 7, 1921",Notre Dame
rentzef01,Efthimi Rentzias,2003,2003,C,6-11,250,"January 11, 1976",
respesh01,Shawn Respert,1996,1999,G,6-1,195,"February 6, 1972",Michigan State
restake01,Kevin Restani,1975,1982,F-C,6-9,225,"December 23, 1951",San Francisco
reynoca01,Cameron Reynolds,2019,2019,G,6-7,225,"February 7, 1995",Tulane
reynoge01,George Reynolds,1970,1970,G,6-4,195,"November 23, 1947",Houston
reynoje01,Jerry Reynolds,1986,1996,G-F,6-8,200,"December 23, 1962",LSU
rhineke01,Kendall Rhine,1968,1969,C,6-10,230,"February 13, 1943",Rice University
rhodege01,Gene Rhodes,1953,1953,G,6-1,170,"September 2, 1927",Western Kentucky
rhodero01,Rodrick Rhodes,1998,2000,G-F,6-6,225,"September 24, 1973","Kentucky, USC"
ricegl01,Glen Rice,1990,2004,F,6-7,215,"May 28, 1967",Michigan
ricegl02,Glen Rice,2014,2015,G,6-6,206,"January 1, 1991",Georgia Tech
richach01,Chris Richard,2008,2010,F,6-9,270,"December 25, 1984",Florida
richacl01,Clint Richardson,1980,1987,G,6-3,195,"August 7, 1956",Seattle University
richaja01,Jason Richardson,2002,2015,G,6-6,220,"January 20, 1981",Michigan State
richaje01,Jeremy Richardson,2007,2009,G-F,6-6,185,"February 11, 1984",Delta State University
richajo01,Josh Richardson,2016,2020,G,6-5,200,"September 15, 1993",Tennessee
richama01,Malachi Richardson,2017,2019,G,6-6,205,"January 5, 1996",Syracuse
richami01,Micheal Ray Richardson,1979,1986,G-F,6-5,189,"April 11, 1955",University of Montana
richano01,Norm Richardson,2002,2002,G,6-5,190,"July 24, 1979",Hofstra
richapo01,Pooh Richardson,1990,1999,G,6-1,180,"May 14, 1966",UCLA
richaqu01,Quentin Richardson,2001,2013,G,6-6,223,"April 13, 1980",DePaul
richmmi01,Mitch Richmond*,1989,2002,G,6-5,215,"June 30, 1965",Kansas State
richtjo01,John Richter,1960,1960,F,6-9,225,"March 12, 1937",NC State
rickedi01,Dick Ricketts,1956,1958,F-C,6-7,215,"December 4, 1933",Duquesne
rideris01,Isaiah Rider,1994,2002,G,6-5,215,"March 12, 1971",UNLV
ridglja01,Jackie Ridgle,1972,1972,G,6-4,195,"February 13, 1948",California
ridnolu01,Luke Ridnour,2004,2015,G,6-2,175,"February 13, 1981",Oregon
riebeme01,Mel Riebe,1947,1949,G-F,5-11,180,"July 12, 1916",College of Wooster
riedybo01,Bob Riedy,1968,1968,F,6-6,215,"August 26, 1945",Duke
riffeji01,Jim Riffey,1951,1951,F,6-4,200,"December 14, 1923",Tulane
rigauan01,Antoine Rigaudeau,2003,2003,G,6-7,210,"December 17, 1971",
rikerto01,Tom Riker,1973,1975,C-F,6-10,225,"February 28, 1950",South Carolina
rileybo01,Bob Riley,1971,1971,F,6-9,235,"July 6, 1948",Mount St. Mary's University
rileyer01,Eric Riley,1994,1999,C,7-0,245,"June 2, 1970",Michigan
rileypa01,Pat Riley*,1968,1976,G-F,6-4,205,"March 20, 1945",Kentucky
rileyro01,Ron Riley,1973,1976,F,6-8,195,"November 11, 1950",USC
rinalri01,Rich Rinaldi,1972,1974,G,6-3,195,"August 3, 1949",Saint Peter's College
riordmi01,Mike Riordan,1969,1977,G-F,6-4,200,"July 9, 1945",Providence
risenar01,Arnie Risen*,1949,1958,C-F,6-9,200,"October 9, 1924",Ohio State
rittete01,Tex Ritter,1949,1951,G-F,6-2,185,"February 26, 1924",Eastern Kentucky University
rivasra01,Ramón Rivas,1989,1989,F-C,6-10,260,"June 3, 1966",Temple
riverau01,Austin Rivers,2013,2020,G,6-3,200,"August 1, 1992",Duke
riverda01,David Rivers,1989,1992,G,6-0,170,"January 20, 1965",Notre Dame
riverdo01,Doc Rivers,1984,1996,G,6-4,185,"October 13, 1961",Marquette
robbile01,Lee Robbins,1948,1949,F,6-3,175,"February 11, 1922",Colorado
robbire01,Red Robbins,1968,1975,F-C,6-8,190,"September 30, 1944",Tennessee
roberan03,Andre Roberson,2014,2018,G-F,6-7,210,"December 4, 1991",Colorado
roberan02,Anthony Roberson,2006,2009,G,6-2,180,"February 14, 1983",Florida
roberri01,Rick Roberson,1970,1976,C-F,6-9,231,"July 7, 1947",Cincinnati
roberte01,Terrance Roberson,2001,2001,F,6-7,215,"December 30, 1976",Fresno State
roberan01,Anthony Roberts,1978,1984,F-G,6-5,185,"April 15, 1955",Oral Roberts
roberbi01,Bill Roberts,1949,1950,C,6-9,210,"March 13, 1925",Wyoming
roberbr01,Brian Roberts,2013,2017,G,6-1,173,"December 3, 1985",Dayton
roberfr01,Fred Roberts,1984,1997,F-C,6-10,218,"August 14, 1960",BYU
roberjo01,Joe Roberts,1961,1968,F,6-6,214,"May 18, 1936",Ohio State
roberla01,Lawrence Roberts,2006,2007,F,6-9,240,"October 20, 1982","Baylor, Mississippi State"
roberma01,Marv Roberts,1972,1977,F-C,6-8,200,"January 29, 1950",Utah State University
roberst01,Stanley Roberts,1992,2000,C,7-0,285,"February 7, 1970",LSU
roberal01,Alvin Robertson,1985,1996,G,6-3,185,"July 22, 1962",Arkansas
roberos01,Oscar Robertson*,1961,1974,G-F,6-5,205,"November 24, 1938",Cincinnati
roberry01,Ryan Robertson,2000,2000,G,6-5,190,"October 2, 1976",Kansas
roberto01,Tony Robertson,1978,1979,G,6-4,195,"January 1, 1956",West Virginia
robeyri01,Rick Robey,1979,1986,C-F,6-11,230,"January 30, 1956",Kentucky
robinbe01,Bernard Robinson,2005,2007,G-F,6-6,210,"December 26, 1980",Michigan
robinch01,Chris Robinson,1997,1998,G,6-5,200,"April 2, 1974",Western Kentucky
robincl01,Cliff Robinson,1980,1992,F,6-9,220,"March 13, 1960",USC
robincl02,Clifford Robinson,1990,2007,F-C,6-10,225,"December 16, 1966",UConn
robinda01,David Robinson*,1990,2003,C,7-1,235,"August 6, 1965",United States Naval Academy
robinde01,Devin Robinson,2018,2019,F,6-8,200,"March 7, 1995",Florida
robindu01,Duncan Robinson,2019,2020,G,6-7,215,"April 22, 1994","Williams, Michigan"
robined01,Eddie Robinson,2000,2004,G-F,6-8,210,"April 19, 1976",University of Central Oklahoma
robinfl01,Flynn Robinson,1967,1974,G,6-1,185,"April 28, 1941",Wyoming
robingl01,Glenn Robinson,1995,2005,F,6-7,225,"January 10, 1973",Purdue
robingl02,Glenn Robinson,2015,2020,G-F,6-6,222,"January 8, 1994",Michigan
robinja01,Jackie Robinson,1979,1982,F,6-6,210,"May 20, 1955",UNLV
robinja03,Jamal Robinson,2001,2001,F,6-7,212,"December 27, 1973",Virginia
robinja02,James Robinson,1994,2001,G,6-2,180,"August 31, 1970",Alabama
robinje01,Jerome Robinson,2019,2020,G,6-4,190,"February 22, 1997",Boston College
robinju01,Justin Robinson,2020,2020,G,6-1,195,"October 12, 1997",Virginia Tech
robinla01,Larry Robinson,1991,2002,F-G,6-3,180,"January 11, 1968",Centenary College of Louisiana
robinmi01,Mitchell Robinson,2019,2020,C,7-0,223,"April 1, 1998",Western Kentucky
robinna01,Nate Robinson,2006,2016,G,5-9,180,"May 31, 1984",Washington
robinol01,Oliver Robinson,1983,1983,G,6-4,180,"March 13, 1960",University of Alabama at Birmingham
robinro01,Ronnie Robinson,1974,1975,F,6-8,200,"March 9, 1951",Memphis
robinru01,Rumeal Robinson,1991,1997,G,6-2,195,"November 13, 1966",Michigan
robinsa01,Samuel Robinson,1971,1972,F,6-7,190,"January 1, 1948",Cal State Long Beach
robinth01,Thomas Robinson,2013,2017,F,6-10,237,"March 17, 1991",Kansas
robintr01,Truck Robinson,1975,1985,F-C,6-7,225,"October 4, 1951",Tennessee State
robinwa01,Wayne Robinson,1981,1981,F,6-8,217,"April 19, 1958",Virginia Tech
robinwi01,Wilbert Robinson,1974,1974,G,6-2,175,"December 25, 1949",West Virginia
robinbi01,Bill Robinzine,1976,1982,F,6-7,230,"January 20, 1953",DePaul
robisda01,Dave Robisch,1972,1984,C-F,6-10,235,"December 22, 1949",Kansas
robyis01,Isaiah Roby,2020,2020,F,6-8,230,"February 3, 1998",Nebraska
rochare01,Red Rocha,1948,1957,C-F,6-9,185,"September 18, 1923",Oregon State
rochejo01,John Roche,1972,1982,G,6-3,170,"September 26, 1949",South Carolina
rockge01,Gene Rock,1948,1948,G,5-9,155,"November 4, 1921",USC
rockeja01,Jack Rocker,1948,1948,C-F,6-5,185,"August 12, 1922",California
rodgegu01,Guy Rodgers*,1959,1970,G,6-0,185,"September 1, 1935",Temple
rodmade01,Dennis Rodman*,1987,2000,F,6-7,210,"May 13, 1961",Southeastern Oklahoma State University
rodrise01,Sergio Rodríguez,2007,2017,G,6-3,176,"June 12, 1986",
roelo01,Lou Roe,1996,1997,F,6-7,220,"July 14, 1972",UMass
rogerca01,Carlos Rogers,1995,2002,C-F,6-11,220,"February 6, 1971","Little Rock, Tennessee State"
rogerha01,Harry Rogers,1976,1976,F,6-7,195,"December 31, 1950",Saint Louis
rogerjo01,Johnny Rogers,1987,1988,F-C,6-10,225,"December 30, 1963","Stanford, University of California, Irvine"
rogerma01,Marshall Rogers,1977,1977,G,6-1,190,"August 27, 1953",University of Texas-Pan American
rogerro01,Rodney Rogers,1994,2005,F,6-7,235,"June 20, 1971",Wake Forest
rogerro02,Roy Rogers,1997,2000,F,6-10,235,"August 19, 1973",Alabama
rogerwi01,Willie Rogers,1969,1969,G-F,6-3,185,"September 11, 1945",Oklahoma
rogesal01,Al Roges,1954,1955,G-F,6-4,195,"October 25, 1930",Long Island University
rohloke01,Ken Rohloff,1964,1964,G,6-0,195,"April 18, 1939",NC State
rollike01,Kenny Rollins,1949,1953,G,6-0,168,"September 14, 1923",Kentucky
rolliph01,Phil Rollins,1959,1961,G,6-2,185,"January 19, 1934",Louisville
rollitr01,Tree Rollins,1978,1995,C,7-1,235,"June 16, 1955",Clemson
romarlo01,Lorenzo Romar,1981,1985,G,6-1,175,"November 13, 1958",Washington
rondora01,Rajon Rondo,2007,2020,G,6-1,186,"February 22, 1986",Kentucky
rookje01,Jerry Rook,1970,1970,F,6-5,219,"October 27, 1943",Arkansas State University
rooksse01,Sean Rooks,1993,2004,C,6-10,250,"September 9, 1969",Arizona
rosede01,Derrick Rose,2009,2020,G,6-2,200,"October 4, 1988",Memphis
roseja01,Jalen Rose,1995,2007,G-F,6-8,210,"January 30, 1973",Michigan
rosema01,Malik Rose,1997,2009,F-C,6-7,250,"November 23, 1974",Drexel
rosero01,Rob Rose,1989,1989,G,6-5,180,"December 27, 1964",George Mason University
rosenpe01,Petey Rosenberg,1947,1947,G,5-10,165,"April 7, 1918",Saint Joseph's
rosenle01,Lennie Rosenbluth,1958,1959,F,6-4,190,"January 22, 1933",UNC
rosenha01,Hank Rosenstein,1947,1947,F,6-4,185,"June 16, 1920",City College of New York
rosendi01,Dick Rosenthal,1955,1957,F-G,6-5,205,"January 20, 1930",Notre Dame
rossqu01,Quinton Ross,2005,2011,G,6-6,195,"April 30, 1981",SMU
rosste01,Terrence Ross,2013,2020,F-G,6-6,206,"February 5, 1991",Washington
rothdo01,Doug Roth,1990,1990,C,6-11,255,"August 24, 1967",Tennessee
rothsc01,Scott Roth,1988,1990,F,6-8,212,"June 3, 1963",Wisconsin
rotheir01,Irv Rothenberg,1947,1949,C,6-7,215,"December 31, 1921",Long Island University
rottnmi01,Mickey Rottner,1947,1948,G,5-10,180,"March 23, 1919",Loyola Chicago
roundda01,Dan Roundfield,1976,1987,F-C,6-8,205,"May 26, 1953",Central Michigan University
rouxgi01,Giff Roux,1947,1949,F-C,6-5,195,"June 28, 1923",Kansas
rowanro01,Ron Rowan,1987,1987,G,6-5,200,"April 23, 1962","Notre Dame, St. John's"
rowecu01,Curtis Rowe,1972,1979,F,6-7,225,"July 2, 1949",UCLA
rowinji01,Jim Rowinski,1989,1990,F-C,6-8,250,"January 4, 1961",Purdue
rowlade01,Derrick Rowland,1986,1986,G,6-5,195,"June 21, 1959",State University of New York at Potsdam
rowsobr01,Brian Rowsom,1988,1990,F,6-9,220,"October 23, 1965",UNC Wilmington
roybr01,Brandon Roy,2007,2013,G,6-6,215,"July 23, 1984",Washington
royaldo01,Donald Royal,1990,1998,F,6-8,210,"May 22, 1966",Notre Dame
royalre01,Reggie Royals,1975,1975,C,6-10,200,"September 18, 1950",Florida State
royerbo01,Bob Royer,1950,1950,G,5-10,155,"October 15, 1927",Indiana State University
roziecl01,Clifford Rozier,1995,1998,C-F,6-11,245,"October 31, 1972","UNC, Louisville"
roziete01,Terry Rozier,2016,2020,G,6-1,190,"March 17, 1994",Louisville
rubiori01,Ricky Rubio,2012,2020,G,6-3,190,"October 21, 1990",
ruckegu01,Guy Rucker,2003,2003,F-C,6-11,265,"July 27, 1977",Iowa
ruddde01,Delaney Rudd,1990,1993,G,6-2,180,"November 8, 1962",Wake Forest
ruddjo01,John Rudd,1979,1979,F,6-7,230,"August 7, 1955",McNeese State University
rudezda01,Damjan Rudež,2015,2017,F,6-10,228,"June 17, 1986",
rudomjo01,John Rudometkin,1963,1965,F,6-6,205,"June 6, 1940",USC
ruffimi01,Michael Ruffin,2000,2009,F,6-9,246,"January 21, 1977",Tulsa
ruffitr01,Trevor Ruffin,1995,1996,G,6-1,185,"September 26, 1970",Hawaii
ruffnpa01,Paul Ruffner,1971,1976,C-F,6-10,225,"October 15, 1948",BYU
ruklijo01,Joe Ruklick,1960,1962,F-C,6-9,220,"August 3, 1938",Northwestern
rulanje01,Jeff Ruland,1982,1993,C-F,6-10,240,"December 16, 1958",Iona College
rulebo01,Bob Rule,1968,1975,C-F,6-9,220,"June 29, 1944",Colorado State
rulloje01,Jerry Rullo,1947,1950,G,5-10,165,"June 23, 1923",Temple
ruscost01,Stefano Rusconi,1996,1996,C-F,6-9,240,"October 2, 1968",
rushbr01,Brandon Rush,2009,2017,G-F,6-6,220,"July 7, 1985",Kansas
rushka01,Kareem Rush,2003,2010,G,6-6,215,"October 30, 1980",Missouri
russebi01,Bill Russell*,1957,1969,C,6-10,215,"February 12, 1934",San Francisco
russebr01,Bryon Russell,1994,2006,F,6-7,225,"December 31, 1970",Cal State Long Beach
russeca02,Campy Russell,1975,1985,F,6-8,215,"January 12, 1952",Michigan
russeca01,Cazzie Russell,1967,1978,F-G,6-5,218,"June 7, 1944",Michigan
russeda01,D'Angelo Russell,2016,2020,G,6-4,198,"February 23, 1996",Ohio State
russefr01,Frank Russell,1973,1973,G,6-3,180,"April 17, 1949",Detroit Mercy
russepi01,Pierre Russell,1972,1973,F-G,6-4,190,"December 13, 1949",Kansas
russeru01,Rubin Russell,1968,1968,G,6-2,180,"November 7, 1944",University of North Texas
russewa01,Walker Russell,1983,1988,G,6-5,195,"October 26, 1960","Houston, Western Michigan"
russewa02,Walker Russell,2012,2012,G,6-0,170,"October 6, 1982",Jacksonville State University
sabonar01,Arvydas Sabonis*,1996,2003,C,7-3,279,"December 19, 1964",
sabondo01,Domantas Sabonis,2017,2020,F-C,6-11,240,"May 3, 1996",Gonzaga
sacrero01,Robert Sacre,2013,2016,C,7-0,270,"June 6, 1989",Gonzaga
sadowed01,Ed Sadowski,1947,1950,C,6-5,240,"July 11, 1917",Seton Hall
sailoke01,Kenny Sailors,1947,1951,G,5-10,175,"January 14, 1921",Wyoming
sallejo01,John Salley,1987,2000,F-C,6-11,230,"May 16, 1964",Georgia Tech
salmojo01,John Salmons,2003,2015,G,6-7,210,"December 12, 1979",Miami (FL)
salvaal01,Al Salvadori,1968,1968,F,6-9,220,"May 6, 1945",South Carolina
salvake01,Kevin Salvadori,1997,1998,C,7-0,231,"December 30, 1970",UNC
samakso01,Soumaila Samake,2001,2003,C,7-0,230,"March 18, 1978",
samanlu01,Luka Šamanić,2020,2020,F,6-10,227,"January 9, 2000",
sambch01,Cheikh Samb,2008,2009,C,7-1,245,"October 22, 1984",
sampsbr01,Brandon Sampson,2019,2019,G,6-5,184,"May 1, 1997",LSU
sampsja02,JaKarr Sampson,2015,2020,G-F,6-7,215,"March 20, 1993",St. John's
sampsja01,Jamal Sampson,2003,2007,F-C,6-11,235,"May 15, 1983",California
sampsra01,Ralph Sampson*,1984,1992,C-F,7-4,228,"July 7, 1960",Virginia
samuesa01,Samardo Samuels,2011,2013,F,6-9,260,"January 9, 1989",Louisville
sanchpe01,Pepe Sánchez,2001,2003,G,6-4,195,"May 8, 1977",Temple
sandeal01,Al Sanders,1973,1973,F,6-7,240,"January 1, 1950",LSU
sandefr01,Frankie Sanders,1979,1981,F-G,6-6,200,"January 23, 1957",Southern University and A&M College
sandeje01,Jeff Sanders,1990,1993,F,6-8,225,"January 14, 1966",Georgia Southern University
sandela01,Larry Sanders,2011,2017,C-F,6-11,235,"November 21, 1988",Virginia Commonwealth
sandeme01,Melvin Sanders,2006,2006,G-F,6-5,210,"January 3, 1981","Seward County Community College, Oklahoma State"
sandemi01,Mike Sanders,1983,1993,F-G,6-6,210,"May 7, 1960",UCLA
sandeto01,Tom Sanders*,1961,1973,F,6-6,210,"November 8, 1938",NYU
sanforo01,Ron Sanford,1972,1972,F,6-9,215,"June 11, 1946",New Mexico
santida01,Daniel Santiago,2001,2005,C,7-1,256,"June 24, 1976","New Mexico, Saint Vincent College"
santibo01,Bob Santini,1956,1956,F,6-5,190,"February 17, 1935",Iona College
sapplwa01,Wayne Sappleton,1985,1985,F,6-9,215,"November 17, 1960",Loyola Chicago
saricda01,Dario Šarić,2017,2020,F,6-10,225,"April 8, 1994",
sasseja01,Jason Sasser,1997,1999,F,6-7,225,"January 13, 1974",Texas Tech
sasseje01,Jeryl Sasser,2002,2003,G,6-6,200,"February 13, 1979",SMU
satorto01,Tomáš Satoranský,2017,2020,G,6-7,198,"October 30, 1991",
satteke01,Kenny Satterfield,2002,2003,G,6-2,186,"April 10, 1981",Cincinnati
saulpe01,Pep Saul,1950,1955,G-F,6-2,185,"February 16, 1924",Seton Hall
sauldwo01,Woody Sauldsberry,1958,1966,F-C,6-7,220,"July 11, 1934",Texas Southern
saultgl01,Glynn Saulters,1969,1969,G,6-2,175,"February 10, 1945",University of Louisiana at Monroe
saundfr01,Fred Saunders,1975,1978,F,6-7,210,"June 13, 1951",Syracuse
savagdo01,Don Savage,1952,1957,F-G,6-3,205,"April 9, 1928",LeMoyne College
savovpr01,Predrag Savović,2003,2003,G,6-6,225,"May 21, 1976","University of Alabama at Birmingham, Hawaii"
sawyeal01,Alan Sawyer,1951,1951,F,6-5,195,"January 1, 1928",UCLA
scalabr01,Brian Scalabrine,2002,2012,F,6-9,241,"March 18, 1978",USC
scaleal01,Alex Scales,2006,2006,G,6-4,185,"July 3, 1978",Oregon
scalede01,DeWayne Scales,1981,1984,F,6-8,208,"December 28, 1958",LSU
schadfr01,Frank Schade,1973,1973,G,6-1,170,"January 22, 1950",University of Wisconsin-Eau Claire
schadbe01,Ben Schadler,1948,1948,F,6-0,185,"March 9, 1924",Northwestern
schaehe01,Herm Schaefer,1949,1950,G-F,6-0,175,"December 20, 1918",Indiana
schaebi01,Billy Schaeffer,1974,1976,F,6-5,200,"December 11, 1951",St. John's
schafbo01,Bob Schafer,1956,1957,G,6-3,195,"March 29, 1933",Villanova
scharbe01,Ben Scharnus,1947,1949,F,6-2,173,"December 11, 1917",Seton Hall
schatma01,Marv Schatzman,1950,1950,F,6-5,200,"February 18, 1927",Saint Louis
schaufr01,Fred Schaus,1950,1954,F,6-5,205,"June 30, 1925",West Virginia
schayda01,Danny Schayes,1982,1999,C-F,6-11,235,"May 10, 1959",Syracuse
schaydo01,Dolph Schayes*,1950,1964,F-C,6-8,220,"May 19, 1928",NYU
schecos01,Ossie Schectman,1947,1947,G,6-0,175,"March 30, 1919",Long Island University
schefst01,Steve Scheffler,1991,1997,C-F,6-9,250,"September 3, 1967",Purdue
schefto01,Tom Scheffler,1985,1985,C,6-11,240,"October 27, 1954",Purdue
schelda01,Dave Schellhase,1967,1968,G,6-3,205,"October 14, 1944",Purdue
schenlu01,Luke Schenscher,2006,2007,C,7-1,255,"December 31, 1982",Georgia Tech
scherhe01,Herb Scherer,1951,1952,C,6-9,212,"December 21, 1928",Long Island University
schindw01,Dwayne Schintzius,1991,1999,C,7-1,260,"October 14, 1968",Florida
schluda01,Dale Schlueter,1969,1978,C,6-10,225,"November 12, 1945",Colorado State
schneot01,Otto Schnellbacher,1949,1949,F-G,6-4,185,"April 15, 1923",Kansas
schnidi01,Dick Schnittker,1951,1958,F,6-5,200,"May 27, 1928",Ohio State
schoeru01,Russ Schoene,1983,1989,F-C,6-10,210,"April 16, 1960",Chattanooga
schofad01,Admiral Schofield,2020,2020,G-F,6-5,241,"March 30, 1997",Tennessee
scholda01,Dave Scholz,1970,1970,F,6-8,220,"April 12, 1948",Illinois
schoomi01,Milt Schoon,1947,1950,C,6-7,230,"February 25, 1922",Valparaiso
schrede01,Detlef Schrempf,1986,2001,F-C,6-10,235,"January 21, 1963",Washington
schrode01,Dennis Schröder,2014,2020,G,6-1,172,"September 15, 1993",
schulho01,Howie Schultz,1950,1953,C-F,6-6,200,"July 3, 1922",Hamline University
schuldi01,Dick Schulz,1947,1950,F-G,6-2,192,"January 3, 1917",Wisconsin
schurro01,Roger Schurig,1968,1968,G,6-3,185,"April 3, 1942",Vanderbilt
schwejo01,John Schweitz,1985,1987,G,6-6,210,"April 19, 1960",Richmond
scolalu01,Luis Scola,2008,2017,F,6-9,240,"April 30, 1980",
scolafr01,Fred Scolari,1947,1955,G,5-10,180,"March 1, 1922",San Francisco
scottal01,Alvin Scott,1978,1985,F-G,6-7,185,"September 14, 1955",Oral Roberts
scottbr01,Brent Scott,1997,1997,F-C,6-10,250,"June 15, 1971",Rice University
scottby01,Byron Scott,1984,1997,G,6-3,195,"March 28, 1961",Arizona State
scottch01,Charlie Scott*,1971,1980,G-F,6-5,175,"December 15, 1948",UNC
scottde01,Dennis Scott,1991,2000,F,6-8,229,"September 5, 1968",Georgia Tech
scottja01,James Scott,1997,1997,F,6-6,180,"June 6, 1972",St. John's
scottmi01,Mike Scott,2013,2020,F,6-7,237,"July 16, 1988",Virginia
scottra01,Ray Scott,1962,1972,F-C,6-9,215,"July 12, 1938",University of Portland
scottsh01,Shawnelle Scott,1997,2002,C,6-10,250,"June 16, 1972",St. John's
scottwi01,Willie Scott,1970,1970,F,6-5,210,"May 22, 1947",Alabama State University
scranpa01,Paul Scranton,1968,1968,F,6-5,230,"April 30, 1944",Cal Poly Pomona
scurrca01,Carey Scurry,1986,1988,F,6-7,188,"December 4, 1962",Long Island University
sealsbr01,Bruce Seals,1974,1978,F,6-8,210,"June 18, 1953",Xavier University of Louisiana
sealssh01,Shea Seals,1998,1998,G,6-5,210,"August 26, 1975",Tulsa
sealyma01,Malik Sealy,1993,2000,G,6-8,190,"February 1, 1970",St. John's
searced01,Ed Searcy,1976,1976,F,6-6,210,"April 17, 1952",St. John's
searske01,Kenny Sears,1956,1964,F,6-9,198,"August 17, 1933",Santa Clara
seewa01,Wayne See,1950,1950,G,6-3,190,"November 3, 1923",Northern Arizona University
sefolth01,Thabo Sefolosha,2007,2020,G-F,6-6,220,"May 2, 1984",
seikaro01,Rony Seikaly,1989,1999,C,6-11,230,"May 10, 1965",Syracuse
selbogl01,Glen Selbo,1950,1950,G-F,6-3,196,"March 29, 1926",Wisconsin
selbyjo01,Josh Selby,2012,2013,G,6-2,183,"March 27, 1991",Kansas
seldewa01,Wayne Selden,2017,2019,G-F,6-5,230,"September 30, 1994",Kansas
